pojazd_id,marka,kategoria,typ,model,wariant,wersja,rodzaj,podrodzaj,przeznaczenie,pochodzenie,rodzaj_tab_znamionowej,rok_produkcji,sposob_produkcji,data_pierwszej_rej,data_rejestracji_ost,data_pierwszej_rej_za_granica,pojemnosc_silnika,moc_do_masy,moc_silnika,moc_silnika_hybrydowego,masa_wlasna,masa_pgj,dopuszczalna_masa_calkowita,maksymalna_masa_calkowita,dopuszczalna_ladownosc_calk,maksymalna_ladownosc_calk,dopuszczalna_masa_ciag_zesp,liczba_osi,naj_dopuszczalny_nacisk_osi,naj_maksymalny_nacisk_osi,max_masa_przyczepy_z_hamulcem,max_masa_przyczepy_bez_ham,liczba_miejsc_ogolem,liczba_miejsc_siedzacych,liczba_miejsc_stojacych,rodzaj_paliwa,rodzaj_paliwa_alternatywnego,rodzaj_paliwa_alternatywnego2,sr_zuzycie_pal,rodzaj_zawieszenia,radar,hak,kierownica_polozenie,kierownica_z_prawej,katalizator,producent_podstawowy,kod_ident,rozstaw_osi_kierowanej,rozstaw_kol_max,rozstaw_kol_sred,rozstaw_kol_min,emisja_co2_redukcja,wersja_rpp,kod_rpp,data_wyrejestrowania,przyczyna_wyrejestrowania,data_wprowadzenia_danych,akt_miejsce_rej_wojwe,akt_miejsce_rej_powiat,akt_miejsce_rej_gmina,siedziba_wlasciciela_woj,siedziba_wlasciciela_pow,siedziba_wlasciciela_gmina,data_pierwszej_rej_w_kraju,createtimestamp,modifytimestamp,siedziba_wlasciciela_woj_teryt,akt_miejsce_rej_wojew_teryt,emisja_co2,emisja_co2_pal_alternatywne1
4534765479800948,TESLA,11111111.0,---,---,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2016,FABRYCZNY,2016-03-29,2019-08-08,2016-03-29,,,386.0,,2184,,2640.0,2640.0,,,,2.0,15.0,15.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,B,,59690002000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-06-07,2019-08-17,2019-10-01,,2,,
3548598663747723,NISSAN,11111111.0,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2015-01-01,2018-01-24,2015-01-01,,,80.0,,1507,,1902.0,1902.0,,,,2.0,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,N,,2640144000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2018-01-24,2019-03-15,2019-03-15,,2,,
43440557289449,VOLKSWAGEN,,,GOLF 1.5D,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1979,FABRYCZNY,1993-02-11,2005-08-18,,1471.0,0.0,0.0,,930,,1250.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,2005-08-18,KRADZIEŻ POJAZDU   ,2017-10-17,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,MIĘDZYBÓRZ,1993-02-11,2019-03-15,2019-03-15,2.0,2,,
8715368251561435,BMW I,13.0,BMWI-1,I3,7Z21,0AW40000,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2018-10-16,2018-10-16,,,,125.0,,1245,,1670.0,1670.0,,,,2.0,,,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,N,BAYERISCHE MOTOREN WERKE AG,71470000000026.0,,1576.0,1573.0,1571.0,,1.0,301000.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2018-10-16,2019-03-15,2019-03-15,,2,,
87092871565264,VOLKSWAGEN,,,JETTA CL,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1980,FABRYCZNY,1985-03-22,1999-07-02,,1263.0,,,,880,,1280.0,,,,,,7.0,7.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,1985-03-22,2019-03-15,2019-03-15,2.0,2,,
46659875090941,BMW I,13.0,,,,,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2015,FABRYCZNY,2016-01-08,2019-03-28,,,,125.0,,1195,,1620.0,1620.0,,,,2.0,9.0,9.0,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,,T,BAYERISCHE MOTOREN WERKE AG,,,1576.0,1573.0,1571.0,,,,,,,DOLNOŚLĄSKIE,GŁOGOWSKI,GŁOGÓW,,,,2016-01-08,2019-04-08,2019-04-08,,2,,
405513882684,FORD-CNG-TECHNIK,,---,MONDEO HYBRID,---,---,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2016,FABRYCZNY,2016-05-04,2017-05-19,,1999.0,,103.0,,1567,,2250.0,2250.0,,,,2.0,11.0,11.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,BENZYNA,,4.2,,1282.0,N,,,N,,60470005000000.0,,1599.0,1597.0,1595.0,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2016-05-04,2019-04-08,2019-04-08,,2,99.0,
70614776558231,FSO,,,POLONEZ CARO,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1992,FABRYCZNY,1992-05-04,1999-09-30,,1905.0,,,,1135,,1560.0,,,,,,9.0,9.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,DZIADOWA KŁODA,1992-05-04,2019-03-15,2019-03-15,2.0,2,,
3217245892580913,RENAULT,11111111.0,---,ZOE,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2016,FABRYCZNY,2016-09-29,2018-09-14,2016-09-29,,,65.0,,1502,,1965.0,1965.0,,,,2.0,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,N,,2260418000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2018-03-12,2019-03-15,2019-03-15,,2,,
7065559907262696,TESLA,13.0,002,MODEL X,100X,B20B6N,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY IMPORT INDYW,ORYGINALNA,2017,FABRYCZNY,2017-12-05,2017-12-05,,,,386.0,,2458,,3079.0,3079.0,,,,2.0,,,,,6.0,6.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,N,,59690003000002.0,,1710.0,1707.0,1705.0,,1.0,306000.0,,,,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,,,,2017-12-05,2019-03-15,2019-03-15,,2,,
4404127097741,MOSKWICZ,,,412D,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1970,FABRYCZNY,1971-01-09,1999-07-02,,1300.0,,,,0,,,,,,,,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,1971-01-09,2019-03-15,2019-03-15,2.0,2,,
3860594810764541,SMART,13.0,451,EQ FORTWO CABRIO,54E5X0,ZZBAA21A,SAMOCHÓD OSOBOWY,KABRIOLET,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2019-05-24,2019-05-24,,,,60.0,,1110,,1320.0,1320.0,,,,2.0,7.0,7.0,,,2.0,2.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,B,DAIMLER AG,6540023000002.0,,,,,,1.0,305000.0,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-05-24,2019-06-06,2019-10-01,,2,,
6675215672071144,HYUNDAI,13.0,OS,KONA,F5E11,E11B11,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,FABRYCZNY,2019,2019-10-15,2019-10-15,,,,150.0,,1733,,2170.0,2170.0,,,,2.0,11.0,11.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,B,HYUNDAI MOTOR COMPANY,1870093000015.0,,1.0,1.0,1.0,,1.0,306000.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2019-10-15,2019-10-19,2019-10-19,,2,,
71509833171884,NISSAN,,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2015-01-01,2018-10-29,2015-01-01,,,80.0,,1474,,1945.0,1945.0,,,,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,2640144000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2017-08-09,2019-03-15,2019-03-15,,2,,
9999498923732,RENAULT,13.0,---,R 19,---,---,SAMOCHÓD OSOBOWY,---,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,1994,SKŁADAK,1994-12-14,2004-09-16,,1397.0,,43.0,,950,,1370.0,,,,,2.0,8.0,8.0,,,5.0,5.0,0.0,ENERGIA ELEKTRYCZNA,GAZ PŁYNNY (PROPAN-BUTAN),,,,,N,,,N,,2260031000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,ŚREDZKI,ŚRODA ŚLĄSKA,DOLNOŚLĄSKIE,ŚREDZKI,UDANIN,1994-12-14,2019-03-15,2019-03-15,2.0,2,,
65870409698548,RENAULT,,,18 GTD,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1981,FABRYCZNY,1987-05-09,2003-06-06,,2068.0,,0.0,,1050,,1450.0,,0.0,,,,7.0,7.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,T,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,1987-05-09,2019-03-15,2019-03-15,2.0,2,,
18014460592189,NISSAN,,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2015-01-01,2018-09-21,2015-01-01,,,80.0,,1474,,1902.0,1902.0,,,,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,2640144000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-KRZYKI,,,,2017-07-06,2019-03-15,2019-03-15,,2,,
218266517536862,NISSAN,13.0,ZE0,LEAF,A,A03,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ZASTĘPCZA,2017,FABRYCZNY,2018-01-12,2018-01-12,,,,80.0,,1450,,1970.0,1970.0,,,,2.0,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,N,NISSAN INTERNATIONAL S.A.,2640144000005.0,,1540.0,1537.0,1534.0,,1.0,306000.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2018-01-12,2019-03-15,2019-03-15,,2,,
90879205792,THINK,,---,CITY,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2011,FABRYCZNY,2011-02-14,2015-10-28,2011-02-14,,,12.5,,1075,,1307.0,1307.0,,,,2.0,7.0,7.0,,,2.0,2.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,62980001000000.0,,,,,,9.0,3.0,2017-11-20,KRADZIEŻ POJAZDU   ,2017-11-20,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2015-10-28,2019-03-15,2019-03-15,,2,,
78955884251289,OPEL,,,ASCONA 1.6D,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1983,FABRYCZNY,1991-04-25,2001-01-18,,1598.0,,0.0,,1060,,1565.0,,0.0,,,,8.0,8.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,ŚREDZKI,ŚRODA ŚLĄSKA,DOLNOŚLĄSKIE,ŚREDZKI,UDANIN,1991-04-25,2019-03-15,2019-03-15,2.0,2,,
83251209304000,OPEL,,,KADETT 1.6D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1983,FABRYCZNY,1999-04-27,1999-09-30,,1587.0,,,,960,,1465.0,,,,,,8.0,8.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,DZIADOWA KŁODA,1999-04-27,2019-03-15,2019-03-15,2.0,2,,
21960084630605,DAEWOO-FSO MOTOR,,---,MATIZ,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. ZAKUPIONY W KRAJU,ORYGINALNA,2003,FABRYCZNY,2003-05-06,2011-04-28,,0.0,,9.0,,840,,1210.0,1210.0,,,,2.0,6.0,6.0,0.0,0.0,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,700003000000.0,,,,,,9.0,3.0,2012-06-25,PRZEKAZANIE POJAZDU DO DEMONTAŻU,2017-10-17,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,2003-05-06,2019-04-08,2019-04-08,2.0,2,,
3371408450870265,RENAULT,,,ZOE,,,SAMOCHÓD OSOBOWY,HATCHBACK,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2019-03-05,2019-03-05,,,,65.0,,1477,,1945.0,1945.0,,,,2.0,11.0,11.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,B,RENAULT S.A.S.,,,1503.0,1502.0,1502.0,,,,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-03-05,2019-03-15,2019-03-15,,2,,
62715129532746,TOYOTA,,---,PRIUS PLUS,---,---,SAMOCHÓD OSOBOWY,VAN,---,UŻYW. IMPORT INDYW,ORYGINALNA,2012,FABRYCZNY,2012-08-24,2016-10-13,2012-08-24,1798.0,,73.0,,1570,,2116.0,2116.0,,,,2.0,11.0,11.0,,,7.0,7.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,2650028000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,2016-10-13,2019-03-15,2019-03-15,2.0,2,,
36269685502246,MERCEDES,,,220 D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1974,FABRYCZNY,1981-05-21,1999-09-30,,2197.0,,,,1550,,1950.0,,,,,,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,SYCÓW,1981-05-21,2019-03-15,2019-03-15,2.0,2,,
8302616254397790,NISSAN,11111111.0,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2012,FABRYCZNY,2012-10-31,2019-08-08,2012-10-31,,,80.0,,1612,,1965.0,1965.0,,,1965.0,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,B,,2640144000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2019-08-08,2019-08-17,2019-10-01,,2,,
93634938362363,FIAT,,,TIPO 1.9TD,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1988,FABRYCZNY,1995-03-02,1999-09-30,,1929.0,,0.0,,1160,,1660.0,,0.0,,,,9.0,9.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,MIĘDZYBÓRZ,1995-03-02,2019-03-15,2019-03-15,2.0,2,,
3843347570256884,SMART,,,EQ FORTWO CABRIO,,,SAMOCHÓD OSOBOWY,KABRIOLET,---,NOWY IMPORT INDYW,ORYGINALNA,2019,FABRYCZNY,2019-03-22,2019-03-22,,,,60.0,,1115,,1320.0,1320.0,,,,2.0,,,,,2.0,2.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,B,DAIMLER AG,,,1471.0,1451.0,1431.0,,,,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-03-22,2019-04-08,2019-04-08,,2,,
4798339428866131,BMW,11111111.0,---,I3,---,---,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,UŻYW. IMPORT INDYW,ORYGINALNA,2015,FABRYCZNY,2016-06-09,2019-07-25,2016-06-09,,,125.0,,1390,,1730.0,1730.0,,,,2.0,10.0,10.0,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,B,,2160278000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-07-25,2019-08-17,2019-10-01,,2,,
88134997996106,RENAULT,13.0,,ZOE,,,SAMOCHÓD OSOBOWY,HATCHBACK,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2014,FABRYCZNY,2014-04-08,2014-04-08,,,,43.0,,1468,,1943.0,1943.0,,,1943.0,2.0,11.0,11.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,0.0,,1282.0,N,,,N,,,,1503.0,1502.0,1502.0,,,,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-KRZYKI,DOLNOŚLĄSKIE,WROCŁAWSKI,DŁUGOŁĘKA,2014-04-08,2019-03-15,2019-03-15,2.0,2,,
64211532469060,MERCEDES,,,200 D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1977,FABRYCZNY,1992-01-21,1999-09-30,,1997.0,,,,1380,,1850.0,,,,,,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,MIĘDZYBÓRZ,1992-01-21,2019-03-15,2019-03-15,2.0,2,,
1141976945983478,NISSAN,11111111.0,---,LEAF,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2013,FABRYCZNY,2013-08-27,2019-03-14,2013-08-27,,,80.0,,1571,,1945.0,1945.0,,,,2.0,,,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,B,,2640144000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2019-03-14,2019-03-15,2019-03-15,,2,,
5951687916539879,NISSAN,13.0,ZE1,LEAF,A,A02,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2018,FABRYCZNY,2019-02-06,2019-02-06,,,,110.0,,1505,,1995.0,1995.0,,,1995.0,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,B,NISSAN INTERNATIONAL S.A.,2640144000012.0,,1555.0,1547.0,1540.0,,1.0,306000.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2019-02-06,2019-03-15,2019-03-15,,2,,
66797090330047,,,,ESCORT 1.8D,,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1997,SKŁADAK,1997-09-05,1999-09-30,,1753.0,,,,1120,,1625.0,,,,,,9.0,9.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,SYCÓW,1997-09-05,2019-03-15,2019-03-15,2.0,2,,
85604980479229,TOYOTA,,---,PRIUS,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ORYGINALNA,2009,FABRYCZNY,2009-11-02,2019-03-13,2009-11-02,1798.0,,73.0,,1445,,1805.0,1805.0,,,,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,,N,,2650028000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2013-12-27,2019-03-15,2019-03-15,,2,,
2694965801626668,FIAT,11111111.0,---,500,---,---,SAMOCHÓD OSOBOWY,HATCHBACK,---,UŻYW. IMPORT INDYW,ZASTĘPCZA,2014,FABRYCZNY,2014-01-01,2019-10-04,2014-01-01,875.0,,83.0,,1045,,1355.0,1355.0,,,,2.0,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,N,,N,N,,2800080000000.0,,,,,,9.0,3.0,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-KRZYKI,,,,2017-12-07,2019-10-05,2019-10-07,,2,,
10522773832416,MERCEDES,,,220 D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1972,FABRYCZNY,1991-08-30,1999-09-30,,2197.0,,,,1550,,1950.0,,,,,,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,SYCÓW,1991-08-30,2019-03-15,2019-03-15,2.0,2,,
81368023826457,BMW,13.0,,I3,,,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY IMPORT INDYW,ORYGINALNA,2016,FABRYCZNY,2017-07-07,2018-10-31,,,,75.0,125.0,1245,,1670.0,1670.0,,,,2.0,,,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,N,BAYERISCHE MOTOREN WERKE AG,,,1576.0,1573.0,1571.0,,,,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,,,,2017-07-07,2019-03-15,2019-03-15,,2,,
66501799052158,,,,ESCORT 1.6D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1997,SKŁADAK,1998-06-18,2007-01-15,,1597.0,0.0,0.0,,1110,,1625.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,DZIADOWA KŁODA,1998-06-18,2019-03-15,2019-03-15,2.0,2,,
81355560246875,NISSAN,13.0,,ZE0 LEAF,,,SAMOCHÓD OSOBOWY,WIELOZADANIOWY,---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2015,FABRYCZNY,2015-12-28,2015-12-28,,,,80.0,,1430,,1945.0,1945.0,515.0,,1945.0,2.0,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,ENERGIA ELEKTRYCZNA,,,,1282.0,N,,,N,NISSAN INTERNATIONAL SA,,,1540.0,1537.0,1535.0,,,,,,,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW-STARE MIASTO,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,2015-12-28,2019-03-15,2019-03-15,2.0,2,,
1223149766774674,BMW I,13.0,BMWI-1,I3S,8P61,0AW40000,SAMOCHÓD OSOBOWY,KARETA (SEDAN),---,NOWY ZAKUPIONY W KRAJU,ORYGINALNA,2019,FABRYCZNY,2019-10-01,2019-10-01,,,,135.0,,1290,,1730.0,1730.0,,,,2.0,10.0,10.0,,,4.0,4.0,,ENERGIA ELEKTRYCZNA,,,,,1282.0,N,,N,B,BAYERISCHE MOTOREN WERKE AG,71470000000034.0,,1592.0,1585.0,1578.0,,1.0,301000.0,,,,DOLNOŚLĄSKIE,xxxxxxxxx,xxxxxxxxx,,xxxxxxxxx,xxxxxxxxx,2019-10-01,2019-10-07,2019-10-07,,2,,
99399382824622,MERCEDES,,,220 D,,,SAMOCHÓD OSOBOWY,INNY,---,NOWY ZAKUPIONY W KRAJU,NIEOKRESLONA,1976,SKŁADAK,1993-08-11,1999-09-30,,2197.0,,,,1550,,1950.0,,,,,,10.0,10.0,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,OLEŚNICKI,OLEŚNICA,DOLNOŚLĄSKIE,OLEŚNICKI,MIĘDZYBÓRZ,1993-08-11,2019-03-15,2019-03-15,2.0,2,,
88333582239221,,,,"ESCORT 1,6D",,,SAMOCHÓD OSOBOWY,INNY,---,UŻYW. ZAKUPIONY W KRAJU,NIEOKRESLONA,1985,FABRYCZNY,1991-11-15,2001-01-18,,1597.0,,,,870,,1300.0,,,,,,,,,,5.0,5.0,,ENERGIA ELEKTRYCZNA,,,,,,B,,,B,,,,,,,,,,,,,DOLNOŚLĄSKIE,ŚREDZKI,ŚRODA ŚLĄSKA,DOLNOŚLĄSKIE,ŚREDZKI,UDANIN,1991-11-15,2019-03-15,2019-03-15,2.0,2,,
